"Host","Species","Parasite","Cargo","Carrier","Group","dataSet"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Chlorocebus sabaeus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Colobus guereza","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Colobus guereza","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Cricetulus barabensis","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Dama dama","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Delphinus delphis","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Dolichotis patagonum","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Equus caballus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","entamoeba hartmanni","Erythrocebus patas","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Erythrocebus patas","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Eudorcas thomsonii","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Eulemur fulvus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Eulemur rubriventer","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Felis catus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Gorilla gorilla","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Gorilla gorilla","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Halichoerus grypus","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Hapalemur aureus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","entamoeba hartmanni","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Homo sapiens","Human","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Hylobates pileatus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","entamoeba hartmanni","Lagothrix lagotricha","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Lama pacos","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Larus argentatus","Aves","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Lemur catta","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Lophocebus albigena","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Lophocebus aterrimus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Lynx rufus","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca arctoides","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca balantak","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca fascicularis","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Macaca fuscata","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca fuscata","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca maura","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca mulatta","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca nemestrina","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca radiata","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca silenus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca thibetana","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Macaca tonkeana","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Mandrillus leucophaeus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Mandrillus sphinx","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Mandrillus sphinx","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Microtus gregalis","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Microtus oeconomus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Miopithecus talapoin","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Mus musculus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Mus musculus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Mustela putorius","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Mustela putorius","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Myodes glareolus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Myodes rufocanus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Nomascus leucogenys","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Nyctereutes procyonoides","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Octodon degus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Odocoileus virginianus","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Ondatra zibethicus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Oryctolagus cuniculus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Oryx leucoryx","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Ovis aries","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Ovis aries","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Pan paniscus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Pan troglodytes","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Pan troglodytes","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Papio anubis","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Papio cynocephalus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Papio hamadryas","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Papio hamadryas","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Papio papio","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Papio ursinus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Peromyscus maniculatus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Phoca vitulina","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Piliocolobus badius","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Piliocolobus tephrosceles","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Pithecia pithecia","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Pongo abelii","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","entamoeba hartmanni","Pongo pygmaeus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Pongo pygmaeus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Pusa hispida","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Pygathrix nemaeus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Rangifer tarandus","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Rattus norvegicus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Saguinus oedipus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Saimiri boliviensis","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","tick-borne encephalitis virus","Spermophilus undulatus","Rodent","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Struthio camelus","Domestic Aves","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Sus scrofa","Domestic Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Tamandua tetradactyla","Mammal","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Theropithecus gelada","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Trachypithecus auratus","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Virus","simian foamy virus","Trachypithecus francoisi","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Varecia rubra","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Varecia variegata","Primate","cites_Thailand"
"Primate","Macaca sylvanus","Protozoa","giardia intestinalis","Vulpes vulpes","Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Alces alces","Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Allenopithecus nigroviridis","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Alouatta caraya","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Alouatta guariba","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Anas strepera","Aves","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Anser anser","Domestic Aves","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Ateles belzebuth","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Ateles fusciceps","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Bison bison","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Bos taurus","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Bubalus bubalis","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Callithrix jacchus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Callithrix pygmaea","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Canis latrans","Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Canis lupus familiaris","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Capra hircus","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Capreolus capreolus","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Castor canadensis","Rodent","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Cavia porcellus","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","primate t-lymphotropic virus 1","Cercocebus agilis","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Cercocebus agilis","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","primate t-lymphotropic virus 1","Cercocebus torquatus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Cercocebus torquatus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercocebus torquatus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Cercopithecus albogularis","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus albogularis","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","primate t-lymphotropic virus 1","Cercopithecus ascanius","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus ascanius","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","primate t-lymphotropic virus 1","Cercopithecus cephus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Cercopithecus cephus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus cephus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus erythrotis","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Cercopithecus hamlyni","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Cercopithecus lhoesti","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus lhoesti","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","primate t-lymphotropic virus 1","Cercopithecus mitis","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus mitis","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Cercopithecus mona","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus mona","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Cercopithecus neglectus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Cercopithecus neglectus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus neglectus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","primate t-lymphotropic virus 1","Cercopithecus nictitans","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus nictitans","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","primate t-lymphotropic virus 1","Cercopithecus pogonias","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian immunodeficiency virus","Cercopithecus solatus","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Cervus elaphus","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Protozoa","giardia intestinalis","Chinchilla lanigera","Domestic Mammal","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","human herpesvirus 8","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","macacine herpesvirus 5","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","primate t-lymphotropic virus 1","Chlorocebus aethiops","Primate","cites_Thailand"
"Primate","Mandrillus sphinx","Virus","simian foamy virus","Chlorocebus aethiops","Primate","cites_Thailand"
