"Host","Species","Parasite","Cargo","Carrier","Group","dataSet"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Cacatua ducorpsii","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Cacatua moluccensis","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Cacatua sulphurea","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Canis lupus familiaris","Domestic Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Corvus monedula","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Crocidura leucodon","Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Eclectus roratus","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Eolophus roseicapillus","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Equus asinus","Domestic Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Equus caballus","Domestic Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Felis catus","Domestic Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Homo sapiens","Human","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Lama pacos","Domestic Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Oryctolagus cuniculus","Domestic Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Ovis aries","Domestic Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Pionus fuscus","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Pionus maximiliani","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Probosciger aterrimus","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Procyon lotor","Mammal","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Psittacus erithacus","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Serinus canaria","Aves","cites_Thailand"
"Aves","Deroptyus accipitrinus","Virus","borna disease virus","Vulpes vulpes","Mammal","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Agapornis nigrigenis","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Agapornis roseicollis","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Amazona aestiva","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Amazona amazonica","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Amazona autumnalis","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Ara ambiguus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Ara ararauna","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Ara chloropterus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Ara militaris","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Ara severa","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Aratinga solstitialis","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Cacatua alba","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Cacatua galerita","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Cacatua haematuropygia","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Cacatua moluccensis","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Cacatua sulphurea","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Coracopsis vasa","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Cyanoramphus novaezelandiae","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Eclectus roratus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Eolophus roseicapillus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Eos reticulata","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Eunymphicus cornutus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Glossopsitta concinna","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Guaruba guarouba","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Melopsittacus undulatus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Nymphicus hollandicus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Pionites leucogaster","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Pionus chalcopterus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Platycercus eximius","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Platycercus venustus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Poicephalus cryptoxanthus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Poicephalus gulielmi","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Poicephalus meyeri","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Poicephalus robustus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Poicephalus rufiventris","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Poicephalus senegalus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Probosciger aterrimus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Psephotus haematonotus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Psittacula derbiana","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Psittacula eupatria","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Psittacula krameri","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Psittacus erithacus","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Psitteuteles goldiei","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Serinus canaria","Aves","cites_Thailand"
"Aves","Diopsittaca nobilis","Virus","beak and feather disease virus","Trichoglossus haematodus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Agapornis nigrigenis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Agapornis personata","Aves","cites_Thailand"
"Aves","Eclectus roratus","Fungi","encephalitozoon hellem","Agapornis roseicollis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Agapornis roseicollis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Amazona aestiva","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Amazona aestiva","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Amazona amazonica","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Amazona arausiaca","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Amazona autumnalis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Anas platyrhynchos","Domestic Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Anodorhynchus hyacinthinus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Ara ambiguus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Ara ararauna","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Ara ararauna","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Ara chloropterus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Ara chloropterus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Ara militaris","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Ara severa","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Ara severa","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Aratinga acuticaudata","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Aratinga erythrogenys","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Aratinga solstitialis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Aratinga solstitialis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Aratinga solstitialis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Bos taurus","Domestic Mammal","cites_Thailand"
"Aves","Eclectus roratus","Fungi","encephalitozoon hellem","Cacatua alba","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Cacatua alba","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Cacatua alba","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Cacatua ducorpsii","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Cacatua galerita","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Cacatua haematuropygia","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Cacatua moluccensis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Cacatua moluccensis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Cacatua moluccensis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Cacatua sulphurea","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Cacatua sulphurea","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Canis lupus familiaris","Domestic Mammal","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Caprimulgus europaeus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Coracopsis vasa","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Corvus monedula","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Crocidura leucodon","Mammal","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Cyanoramphus novaezelandiae","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Deroptyus accipitrinus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Diopsittaca nobilis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Eolophus roseicapillus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Eolophus roseicapillus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Eos bornea","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Eos reticulata","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Equus asinus","Domestic Mammal","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Equus caballus","Domestic Mammal","cites_Thailand"
"Aves","Eclectus roratus","Fungi","encephalitozoon hellem","Erythrura gouldiae","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Eunymphicus cornutus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Felis catus","Domestic Mammal","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Glossopsitta concinna","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Guaruba guarouba","Aves","cites_Thailand"
"Aves","Eclectus roratus","Fungi","encephalitozoon hellem","Homo sapiens","Human","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Homo sapiens","Human","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Lama pacos","Domestic Mammal","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Melopsittacus undulatus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Melopsittacus undulatus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Nymphicus hollandicus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Oryctolagus cuniculus","Domestic Mammal","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Ovis aries","Domestic Mammal","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Pionites leucogaster","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Pionus chalcopterus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Pionus fuscus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Pionus maximiliani","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Platycercus eximius","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Platycercus venustus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Poicephalus cryptoxanthus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Poicephalus gulielmi","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Poicephalus meyeri","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Poicephalus robustus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Poicephalus rufiventris","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Poicephalus senegalus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Primolius auricollis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Probosciger aterrimus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Probosciger aterrimus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Procyon lotor","Mammal","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Psephotus haematonotus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Psittacula derbiana","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Psittacula echo","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Psittacula eupatria","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Psittacula krameri","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Psittacus erithacus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Psittacus erithacus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Psitteuteles goldiei","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Pteroglossus viridis","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","budgerigar fledgling disease polyomavirus","Pyrrhura molinae","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Serinus canaria","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Serinus canaria","Aves","cites_Thailand"
"Aves","Eclectus roratus","Fungi","encephalitozoon hellem","Struthio camelus","Domestic Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","beak and feather disease virus","Trichoglossus haematodus","Aves","cites_Thailand"
"Aves","Eclectus roratus","Virus","borna disease virus","Vulpes vulpes","Mammal","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Agapornis nigrigenis","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Agapornis roseicollis","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Amazona aestiva","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Amazona amazonica","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Amazona autumnalis","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Ara ambiguus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Ara ararauna","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Ara chloropterus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Ara militaris","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Ara severa","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Aratinga solstitialis","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Cacatua alba","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Cacatua galerita","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Cacatua haematuropygia","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Cacatua moluccensis","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Cacatua sulphurea","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Coracopsis vasa","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Cyanoramphus novaezelandiae","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Diopsittaca nobilis","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Eclectus roratus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Eolophus roseicapillus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Eunymphicus cornutus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Glossopsitta concinna","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Guaruba guarouba","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Melopsittacus undulatus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Nymphicus hollandicus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Pionites leucogaster","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Pionus chalcopterus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Platycercus eximius","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Platycercus venustus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Poicephalus cryptoxanthus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Poicephalus gulielmi","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Poicephalus meyeri","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Poicephalus robustus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Poicephalus rufiventris","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Poicephalus senegalus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Probosciger aterrimus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Psephotus haematonotus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Psittacula derbiana","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Psittacula eupatria","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Psittacula krameri","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Psittacus erithacus","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Psitteuteles goldiei","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Serinus canaria","Aves","cites_Thailand"
"Aves","Eos reticulata","Virus","beak and feather disease virus","Trichoglossus haematodus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Agapornis nigrigenis","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Agapornis roseicollis","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Amazona aestiva","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Amazona amazonica","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Amazona autumnalis","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Ara ambiguus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Ara ararauna","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Ara chloropterus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Ara militaris","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Ara severa","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Aratinga solstitialis","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Cacatua alba","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Cacatua galerita","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Cacatua haematuropygia","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Cacatua moluccensis","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Cacatua sulphurea","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Coracopsis vasa","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Cyanoramphus novaezelandiae","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Diopsittaca nobilis","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Eclectus roratus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Eolophus roseicapillus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Eos reticulata","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Glossopsitta concinna","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Guaruba guarouba","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Melopsittacus undulatus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Nymphicus hollandicus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Pionites leucogaster","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Pionus chalcopterus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Platycercus eximius","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Platycercus venustus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Poicephalus cryptoxanthus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Poicephalus gulielmi","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Poicephalus meyeri","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Poicephalus robustus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Poicephalus rufiventris","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Poicephalus senegalus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Probosciger aterrimus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Psephotus haematonotus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Psittacula derbiana","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Psittacula eupatria","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Psittacula krameri","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Psittacus erithacus","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Psitteuteles goldiei","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Serinus canaria","Aves","cites_Thailand"
"Aves","Eunymphicus cornutus","Virus","beak and feather disease virus","Trichoglossus haematodus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Accipiter trivirgatus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Acinonyx jubatus","Mammal","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Aechmophorus occidentalis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Aix galericulata","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Aix sponsa","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Alectoris chukar","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Alopochen aegyptiacus","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas acuta","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas americana","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas capensis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas carolinensis","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas castanea","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas clypeata","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas crecca","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas cyanoptera","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas discors","Aves","cites_Thailand"
"Aves","Falco cherrug","Virus","influenza a virus","Anas formosa","Aves","cites_Thailand"
